FinalWgt,CR1,CR2,CR3,BRR4,BRR5,BRR6,BRR7,BRR8,BRR9,BRR10,BRR11,BRR12,BRR13,BRR14,CR7,CR8,CR9,CR10,BRR19,BRR20,CR12,BRR22,CR14,CR15,CR16,CR17,CR18,CR24,CR25,CR26,CR29,BRR32,BRR33,BRR34,CR30,BRR36,CR31,CR32,CR33,CR34,CR35,CR36,CR37,CR38,BRR45,CR40,CR41,BRR48,CR44,BRR50,CR45,CR46,CR47,CR49,BRR55,BRR56,CR53,BRR58,BRR59,CR54,CR55,BRR62,CR56,CR57,CR58,BRR66,BRR67,CR60,BRR69,BRR70,BRR71,Stratum,PSU
63.03816978,2,1,1,1,1,1,2,1,1,4,1,1,1,1,1,2,1,2,7,8,1,1,2,1,1,1,1,2,3,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,3,2,3,2,5,3,2,3,3,2,1,4,2,2,1,1,6,1,3,2,1,201101003,5
80.00562414,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,4,2,1,1,1,1,1,1,4,1,1,5,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,1,5,1,2,3,,2,2,4,2,2,1,1,5,1,3,3,1,201101003,5
77.35376141,1,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,7,6,3,1,2,1,2,2,3,2,4,1,3,1,1,2,1,1,1,2,1,2,2,7,3,2,7,2,2,2,3,2,2,2,3,2,4,4,2,2,,3,2,4,3,3,,5,4,2,6,3,1,201101003,6
77.35376141,1,5,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,3,1,2,1,2,2,3,2,4,2,1,1,1,1,3,3,1,4,1,2,1,1,1,1,1,1,1,2,3,3,3,1,3,3,5,1,2,3,3,3,2,4,3,3,6,1,3,2,2,3,1,201101003,6
77.35376141,1,7,1,1,2,1,1,1,2,1,2,1,2,2,3,2,2,1,1,2,2,3,3,1,3,2,2,2,4,3,2,1,1,2,4,1,5,5,1,2,2,3,3,2,3,1,1,1,2,1,3,2,3,2,1,3,1,3,3,1,2,4,1,2,1,1,6,2,2,3,1,201101003,6
77.35376141,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,2,4,1,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,2,2,1,3,2,3,2,3,2,4,1,2,3,3,1,2,4,2,2,6,2,4,2,2,3,1,201101003,6
77.35376141,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,3,4,1,4,1,1,1,4,1,1,2,1,1,1,1,1,1,1,2,2,2,1,3,3,2,4,3,5,4,2,1,1,2,2,4,2,2,1,1,5,2,1,3,1,201101003,6
77.35376141,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,2,3,3,3,1,1,2,4,1,2,3,1,1,1,2,1,1,1,2,2,3,3,1,2,2,3,1,5,4,2,3,3,3,1,4,2,2,6,1,6,2,3,3,1,201101003,6
77.35376141,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4,2,1,1,1,3,2,4,1,1,1,1,2,4,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,3,1,2,3,3,2,2,4,3,1,6,1,4,2,2,3,1,201101003,6
77.35376141,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4,2,1,2,3,4,3,4,1,1,1,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,2,3,3,2,2,4,1,5,3,2,1,1,2,2,4,2,2,6,3,3,2,2,3,1,201101003,6
77.35376141,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,2,2,3,4,2,2,2,3,,3,2,2,3,3,2,2,4,2,2,1,1,4,2,2,3,1,201101003,6
77.35376141,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,4,1,4,2,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,1,2,4,2,2,2,3,2,3,3,2,3,3,2,2,4,2,2,1,5,4,2,2,3,1,201101003,6
77.35376141,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,4,2,4,2,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,2,3,1,3,2,2,4,2,5,1,2,1,1,3,2,4,3,3,6,1,6,2,3,3,1,201101003,6
77.35376141,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,4,2,4,2,1,1,1,2,4,1,1,2,1,1,1,1,1,1,1,1,1,2,3,2,2,2,3,2,4,1,2,3,3,2,2,4,2,2,6,5,4,2,2,3,1,201101003,6
77.35376141,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,4,3,1,4,3,2,2,1,1,4,1,2,4,1,1,1,1,1,1,1,2,1,1,3,3,3,2,4,2,3,2,2,1,3,1,,4,3,1,1,1,5,2,1,3,1,201101003,6
77.35376141,2,1,1,1,1,1,2,1,1,1,1,6,1,,3,1,2,2,1,1,1,1,1,1,1,2,3,2,4,2,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,,2,2,1,1,2,2,1,2,1,1,1,1,1,2,3,3,3,3,3,2,1,2,3,3,1,201101003,6
78.51406783,1,3,1,1,3,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,4,,4,2,2,1,2,1,4,1,5,5,2,2,2,7,7,2,7,1,1,2,3,2,3,2,3,2,1,1,2,3,3,1,1,4,3,3,1,1,5,2,3,3,1,201101003,6
78.51406783,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,3,3,4,2,1,1,1,2,4,3,5,3,1,1,1,1,1,1,1,1,1,2,3,2,2,2,3,3,4,3,2,3,3,1,2,4,1,1,2,1,5,2,3,3,1,201101003,6
78.51406783,1,5,1,1,2,4,2,5,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1,1,2,4,2,4,3,4,2,2,2,4,1,2,1,1,2,2,6,3,2,7,1,1,2,2,2,2,2,4,2,5,4,2,2,3,3,1,4,3,3,6,1,6,2,3,3,1,201101003,6
78.51406783,1,5,2,3,6,1,1,2,6,2,2,2,2,2,3,1,2,2,7,2,3,4,2,1,2,1,4,3,4,2,2,1,1,2,4,2,5,3,1,2,3,3,3,2,6,1,1,3,3,1,2,2,4,2,5,3,2,1,1,2,1,4,2,2,6,1,6,2,3,3,1,201101003,6
78.51406783,1,5,3,2,4,1,1,7,6,2,2,1,2,2,1,1,2,1,2,2,1,1,1,,1,,2,2,2,3,,2,,2,3,1,5,2,2,2,2,5,5,2,7,2,1,2,3,2,3,,1,,5,1,2,3,3,2,2,4,2,1,1,1,5,2,2,3,1,201101003,6
78.51406783,1,6,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,3,3,4,2,1,1,1,2,4,2,5,2,1,1,1,1,1,1,1,1,1,2,3,2,3,2,3,3,5,4,2,1,1,1,2,4,2,1,2,1,5,2,3,3,1,201101003,6
78.51406783,1,6,1,1,5,1,2,1,6,1,1,1,1,2,1,2,2,2,1,2,2,1,3,1,2,2,3,3,4,2,3,2,1,2,3,2,1,2,1,2,2,6,7,2,7,1,1,3,4,3,2,2,4,3,5,4,2,3,3,2,2,4,2,2,1,4,6,2,3,3,1,201101003,6
78.51406783,1,,1,1,6,1,1,1,2,3,2,1,6,2,3,1,1,2,7,7,4,3,3,1,3,1,4,3,4,2,1,2,1,1,4,3,5,5,1,3,4,3,3,3,7,2,1,1,3,2,3,,2,3,4,2,1,3,2,,2,4,1,2,3,3,1,2,3,3,1,201101003,6
78.51406783,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,2,4,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,2,2,2,5,3,2,3,3,2,2,4,2,2,1,2,5,2,3,3,1,201101003,6
78.51406783,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,3,3,4,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,2,2,3,2,1,1,2,2,3,2,2,4,2,1,1,5,6,2,3,3,1,201101003,6
78.51406783,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,3,2,4,2,3,1,1,2,4,1,1,2,1,1,1,1,1,1,1,2,2,2,3,2,2,2,3,2,5,1,2,3,3,3,2,4,2,2,1,2,5,2,3,3,1,201101003,6
78.51406783,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,4,2,2,1,1,1,3,1,2,2,1,1,1,1,1,1,1,2,2,3,3,3,2,2,3,2,5,4,2,1,1,1,2,4,2,2,6,1,6,2,3,3,1,201101003,6
78.51406783,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,4,1,2,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,2,4,2,1,1,2,1,1,3,2,4,3,2,1,5,5,2,2,3,1,201101003,6
78.51406783,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,3,1,1,2,1,1,1,2,4,2,1,2,1,1,4,1,1,1,2,1,1,1,1,1,1,2,2,3,1,3,3,2,1,1,2,4,2,3,3,2,2,4,2,2,1,1,6,2,2,3,1,201101003,6
97.0770254,1,4,1,1,6,1,1,1,2,3,3,1,6,4,1,2,2,2,2,7,4,1,3,1,3,2,4,3,4,2,1,1,1,2,4,3,1,1,1,2,1,3,3,2,2,,2,1,2,2,2,2,4,2,5,4,2,3,3,2,2,4,2,2,2,5,4,1,3,3,1,201101003,6
97.0770254,1,5,1,1,2,1,2,1,1,1,1,1,1,5,1,1,2,1,1,1,1,3,1,1,1,1,3,3,4,2,1,1,1,1,4,1,5,5,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,2,3,3,1,1,1,1,1,2,2,1,2,2,5,1,2,3,1,201101003,6
97.0770254,1,5,1,1,4,1,1,1,1,1,1,1,1,5,2,1,2,2,1,2,2,3,2,2,2,2,3,2,4,2,2,1,1,2,4,1,3,2,1,2,2,7,3,2,7,1,1,2,3,2,2,2,4,2,4,4,2,3,3,3,2,4,2,2,6,1,5,1,2,3,1,201101003,6
97.0770254,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,3,2,1,3,1,1,1,3,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,2,3,2,3,2,2,1,1,2,2,4,2,2,1,1,3,1,3,3,1,201101003,6
97.0770254,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,2,3,4,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,2,1,3,5,4,2,1,1,1,2,1,3,2,1,5,5,1,3,3,1,201101003,6
97.0770254,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,4,2,1,2,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,5,3,2,1,1,2,2,4,2,1,1,2,5,1,1,3,1,201101003,6
97.0770254,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,3,2,5,5,1,1,1,1,1,1,1,2,2,2,2,1,2,2,4,1,2,4,2,2,1,2,2,4,2,2,6,1,5,1,3,3,1,201101003,6
98.53318078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,201101003,6
98.53318078,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,4,1,1,1,1,2,2,1,1,1,1,1,1,1,3,3,3,2,4,3,1,1,1,1,1,3,1,1,1,1,1,1,6,1,2,3,1,201101003,6
98.53318078,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,3,2,4,1,1,1,1,2,4,1,5,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,3,1,5,3,2,3,3,2,2,4,2,2,6,1,6,1,3,3,1,201101003,6
98.53318078,1,2,3,3,8,1,1,2,7,4,2,8,2,3,2,1,2,2,7,7,3,2,3,1,4,3,2,3,4,3,4,1,1,1,2,2,5,5,1,2,3,5,3,3,4,1,1,3,4,1,3,2,3,2,2,4,2,3,3,2,3,1,2,3,3,3,1,,2,3,1,201101003,6
98.53318078,1,4,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,3,2,4,1,2,2,1,2,4,1,1,2,1,1,1,1,1,1,1,2,1,1,3,2,3,2,3,2,3,3,2,3,3,2,2,3,2,2,2,1,5,1,3,3,1,201101003,6
98.53318078,1,5,1,1,3,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,3,1,4,2,3,1,1,1,4,1,1,3,2,2,1,1,1,1,1,1,1,1,3,2,2,2,3,1,4,1,2,3,3,2,2,4,2,2,1,1,1,1,1,3,1,201101003,6
98.53318078,1,6,1,1,2,1,2,1,1,1,1,1,1,2,3,1,1,2,7,2,2,3,2,1,2,2,4,2,4,2,3,1,2,2,4,1,5,2,1,2,2,6,7,3,7,1,1,2,3,3,3,2,4,3,5,3,2,1,1,3,3,4,3,3,6,1,6,1,2,3,1,201101003,6
98.53318078,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,3,1,201101003,6
98.53318078,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,1,1,1,1,1,1,1,1,1,2,4,2,3,2,1,3,3,4,2,3,3,2,2,3,2,2,1,1,6,1,2,3,1,201101003,6
98.53318078,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,4,3,4,1,1,2,2,2,4,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,4,4,1,1,2,3,3,4,2,2,1,1,5,1,3,3,1,201101003,6
63.15120816,1,6,2,2,2,5,1,5,6,3,2,6,4,4,3,2,2,2,2,2,4,4,2,,1,2,,,3,3,3,1,1,2,4,3,5,5,1,3,3,2,2,3,3,2,,,4,3,3,2,4,3,5,4,,3,3,2,2,4,2,2,1,3,5,2,2,2,,201101004,7
67.68454123,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,3,2,4,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,2,3,4,2,3,2,4,3,5,1,2,3,3,1,2,4,3,3,1,2,5,2,3,3,1,201101004,7
67.68454123,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,4,3,4,2,3,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,2,3,2,5,3,2,1,1,3,2,4,1,3,2,1,4,2,3,3,1,201101004,7
67.68454123,1,5,3,3,5,3,1,6,6,3,2,4,2,5,3,2,1,1,1,2,,2,4,,,3,3,3,2,1,1,1,,2,3,,3,4,2,,4,4,4,1,3,2,1,3,1,2,1,,3,1,2,3,,3,2,3,1,3,2,3,4,5,3,2,1,3,1,201101004,7
67.68454123,1,6,1,1,2,5,2,1,2,1,1,1,6,2,1,1,2,2,1,2,2,2,1,1,1,1,2,3,4,2,1,2,1,2,4,2,5,2,1,2,2,5,5,2,3,1,1,1,4,3,2,2,4,2,4,3,2,3,3,1,1,4,2,1,2,5,4,2,2,3,1,201101004,7
67.68454123,1,6,1,1,6,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,3,1,1,1,2,2,2,3,4,2,1,1,1,1,4,1,1,1,1,2,2,5,7,2,7,2,2,2,1,2,2,2,3,1,3,4,2,1,1,2,2,4,2,2,1,2,6,2,3,3,1,201101004,7
67.68454123,1,6,3,3,5,5,1,2,6,2,3,6,6,5,3,1,2,2,1,2,2,1,2,1,2,2,1,1,4,3,1,1,1,1,4,2,1,5,1,2,3,3,3,2,7,2,2,2,2,2,3,1,4,1,5,4,2,3,3,1,2,4,1,1,2,1,5,2,1,3,1,201101004,7
67.68454123,1,7,1,1,2,1,2,1,6,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,3,3,4,2,2,1,1,1,2,,1,1,1,2,2,1,1,2,7,1,1,2,2,1,3,2,2,1,4,2,2,3,3,1,1,4,3,1,6,1,6,2,,3,1,201101004,7
67.68454123,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,2,4,2,2,1,1,1,4,1,1,3,1,1,1,1,1,1,1,1,1,2,3,2,2,2,4,2,5,1,2,3,3,2,2,4,2,2,1,1,3,2,2,3,1,201101004,7
67.68454123,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,2,4,2,2,2,1,2,4,1,1,5,1,1,1,1,1,1,1,2,2,2,3,3,3,2,4,3,5,4,2,3,3,2,2,4,2,2,6,1,5,2,2,3,1,201101004,7
67.68454123,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,3,4,1,1,2,1,2,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,2,5,4,2,3,3,1,2,4,2,2,1,1,6,2,3,3,1,201101004,7
67.68454123,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,3,3,1,1,1,1,4,1,4,1,2,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,3,2,3,2,5,3,2,1,1,3,2,4,3,1,2,1,3,2,3,3,1,201101004,7
67.68454123,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,3,2,3,2,1,1,2,1,1,2,2,4,2,1,1,1,6,2,3,3,1,201101004,7
67.68454123,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,2,1,3,2,3,2,3,2,2,3,2,3,3,3,1,5,3,2,1,5,6,2,3,3,1,201101004,7
67.68454123,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,3,4,3,3,2,2,,1,3,2,1,1,2,2,1,2,2,1,1,4,2,3,3,1,201101004,7
67.68454123,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,4,2,4,1,3,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,2,3,3,5,1,2,3,3,2,1,4,2,2,6,3,4,2,2,3,1,201101004,7
67.68454123,2,1,1,1,1,1,2,1,1,1,2,1,1,2,3,2,2,2,7,1,1,3,1,1,1,3,4,2,4,2,1,2,1,1,4,2,5,3,1,1,1,1,1,1,1,1,1,2,4,3,3,2,3,1,1,4,,1,1,2,2,4,3,,1,1,5,2,3,3,1,201101004,7
74.40200151,1,5,1,1,3,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,2,1,2,3,2,2,4,1,2,2,1,1,3,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,2,1,1,1,201101004,7
74.40200151,2,1,1,1,1,,1,1,2,2,3,2,3,1,3,2,2,1,1,2,,2,1,,1,4,2,2,1,2,1,2,1,2,1,3,5,4,2,2,3,4,2,3,,1,2,1,3,2,1,1,3,3,5,2,1,3,2,1,2,1,3,2,6,4,1,2,5,1,2,201101004,7
74.40200151,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,3,2,1,1,1,201101004,7
74.40200151,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,4,1,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,201101004,7
76.58022379,1,4,1,1,2,1,2,1,1,1,1,,1,2,1,1,2,2,1,2,3,1,1,1,1,1,1,2,4,1,1,1,1,2,4,1,1,1,1,2,2,2,6,3,,2,2,2,4,1,2,1,2,,5,3,1,3,2,1,1,3,2,1,2,1,3,2,3,3,1,201101004,7
76.58022379,1,4,1,1,7,3,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2,3,1,1,1,1,1,2,4,2,4,1,1,2,4,2,1,2,1,2,2,7,7,2,6,1,1,2,2,2,2,2,3,2,1,3,2,3,3,1,2,4,2,2,6,1,4,2,3,3,1,201101004,7
76.58022379,1,4,1,1,8,1,2,1,6,3,3,3,2,5,3,2,2,2,1,4,2,1,3,1,1,1,4,2,4,2,3,2,2,1,4,1,1,5,1,3,2,5,3,3,7,1,1,1,3,3,3,2,3,2,4,4,2,3,3,1,1,5,1,3,5,1,7,2,3,3,1,201101004,7
76.58022379,1,5,1,1,3,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,4,1,2,1,1,1,3,1,1,1,1,2,2,1,1,2,1,2,1,2,3,2,3,2,1,2,5,3,2,3,3,2,1,4,2,2,1,2,4,2,2,3,1,201101004,7
76.58022379,1,6,1,1,2,1,2,1,1,1,1,2,1,2,1,2,2,1,1,2,2,4,1,1,1,1,4,2,4,2,1,1,1,1,2,1,5,5,1,2,2,3,3,2,4,2,2,2,4,2,2,2,4,,5,4,2,3,3,2,2,4,3,2,1,2,4,2,3,3,1,201101004,7
76.58022379,1,6,1,1,5,1,2,1,1,1,1,1,1,2,3,2,2,2,1,2,2,1,1,2,1,1,2,2,4,2,4,1,1,1,4,2,5,2,1,2,2,4,6,2,3,1,2,2,4,3,3,2,4,3,5,3,2,2,1,2,,4,2,1,6,2,6,2,2,3,1,201101004,7
76.58022379,1,6,1,1,6,1,1,7,1,1,1,1,1,2,1,1,2,2,1,2,2,3,2,1,3,2,1,2,4,2,1,1,1,2,4,3,3,1,1,2,2,3,5,3,5,1,1,2,3,1,2,2,3,3,4,4,2,1,1,3,3,4,2,2,1,2,5,2,3,3,1,201101004,7
76.58022379,1,6,3,4,7,5,1,7,6,3,2,8,5,5,1,2,1,2,7,8,3,1,4,2,3,1,4,3,4,3,2,1,1,2,4,1,1,5,1,2,3,3,3,3,3,1,1,1,2,3,3,2,3,3,3,2,1,3,2,1,2,4,2,2,6,1,6,2,2,3,1,201101004,7
76.58022379,1,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,4,2,2,1,1,1,1,2,4,1,1,1,1,2,2,4,3,2,3,1,1,1,2,1,2,2,4,2,5,4,2,1,1,3,3,4,3,3,2,3,5,2,2,3,1,201101004,7
76.58022379,2,1,1,1,1,1,2,1,1,1,1,,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,3,3,2,2,2,3,2,4,1,2,3,3,1,1,4,2,2,1,1,5,2,2,3,1,201101004,7
76.58022379,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,1,2,1,1,4,2,4,2,1,1,1,2,4,1,1,3,1,1,1,1,1,1,1,2,1,2,3,2,3,2,3,2,5,4,2,2,3,1,1,4,1,2,6,1,4,2,1,3,1,201101004,7
76.58022379,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,4,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,3,2,5,3,2,1,1,1,2,4,2,2,1,1,3,2,3,3,1,201101004,7
76.58022379,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,3,2,4,2,1,1,1,2,4,3,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,3,2,5,3,2,1,1,1,2,4,2,2,1,1,3,2,3,3,1,201101004,7
76.97532511,1,4,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,3,2,4,1,1,2,1,2,4,1,1,1,1,2,2,7,7,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,201101004,7
82.47101024,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,2,1,2,4,3,4,1,2,1,1,2,4,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,4,3,1,201101004,7
82.47101024,1,5,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,3,2,4,2,1,2,1,2,4,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,2,4,1,5,4,2,3,3,1,1,4,2,2,6,1,3,2,3,3,1,201101004,7
82.47101024,1,5,1,1,4,1,1,1,1,3,1,1,5,2,2,1,2,1,4,5,5,3,3,2,2,2,1,2,2,4,3,2,1,2,4,2,5,2,2,3,3,1,1,2,1,2,2,3,4,2,2,2,4,2,5,1,2,2,3,2,1,4,3,2,1,4,5,2,2,3,1,201101004,7
82.47101024,1,6,2,3,5,1,1,2,6,4,3,8,2,4,3,2,2,2,1,8,3,3,3,2,4,3,3,3,4,2,1,1,1,2,4,2,2,2,1,4,4,2,2,3,7,2,1,1,3,,,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,4,2,2,3,1,201101004,7
82.47101024,2,1,1,1,1,1,2,1,,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,4,3,4,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,4,2,5,1,2,1,1,3,2,4,2,2,6,1,3,2,,3,1,201101004,7
82.47101024,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,3,1,4,2,1,1,1,2,4,2,5,5,1,1,1,1,1,1,1,1,1,2,2,2,3,,3,2,4,3,2,2,3,1,1,4,2,2,6,1,3,2,6,3,1,201101004,7
82.47101024,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,2,3,1,5,3,2,1,1,2,2,4,2,2,1,1,4,2,3,3,1,201101004,7
